"package","artifact_group","fragment_type","fragment_id","included","relative_path","source_path","bytes","sha256","notes"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/owl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/owl.emission.json","341","2B4C59A9110F6D204D2E54636B1E080A12C28B72447433EB27BBCF2E90EA1720","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/owl.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/owl.ttl","752","C35B12A5835D01CC1049780277555830E95AF0AC5E575DB019BE19F753EA4939","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/rdf.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/rdf.check.json","99","8215D5B498D21FA87FA84B35033D99EAF2B643E057B1825AFAFDF0B6BEC7397D","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/rdf.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/rdf.emission.json","199","C6C08AD6B634217127469D292C7BD2CFCBEEC6E0CDF08C923A6873544812675B","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/rdf.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/rdf.ttl","1299","C17635C5652E0BE1667717528BF54E0D21DC12FB2DB452298AEDCEC04859DC69","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/shacl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/shacl.check.json","186","AE888DF4050A6C8674E66528C51B459CF9E90EB7E7AF29C07114FC087413B7FA","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/shacl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/shacl.emission.json","210","5CEA72FE1E348FB7AA1EE8B4B360DCFA73C9CF265BDD8C1B6AEAE578740C82DF","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N04/shacl_shapes.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N04/shacl_shapes.ttl","452","E1FAC494846110413D719EAD3B6A5C9F5AA9F23FC765FD51BA827D0C1BAEF07E","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/owl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/owl.check.json","168","467F3F8D2E74AC7467E9DA885E956B9FEB2691021FCB48FFB3A53C3848910386","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/owl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/owl.emission.json","344","B81152B25B62EC2C6CF810F773CD06F31298FA52CCE6D24B3EBA3AFB0751CCFF","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/owl.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/owl.ttl","761","28B824A90924F58E7D6640D835DD306A03FE0A0115C572F1244ECF6E90133FA6","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/rdf.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/rdf.check.json","99","8215D5B498D21FA87FA84B35033D99EAF2B643E057B1825AFAFDF0B6BEC7397D","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/rdf.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/rdf.emission.json","199","CE72C7F991E4CDA43697E7AFF632F718A2D4CB0E55B2E60DEA40CB89D648C59B","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/rdf.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/rdf.ttl","1323","6F14BACC2A219B9E8C50E4E2ACFF4618B00512173BA57E38DAD273C2BBCC9300","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/shacl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/shacl.check.json","186","AE888DF4050A6C8674E66528C51B459CF9E90EB7E7AF29C07114FC087413B7FA","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/shacl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/shacl.emission.json","210","316744A34F83501A459025FCFB7677EF3D0FE9B66D159632654006FAF3CE4793","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N05/shacl_shapes.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N05/shacl_shapes.ttl","455","4C1916D9A9F6615F058F4E52A21D2B6474F0329101BD446962FC3D81D6E74230","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/owl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/owl.check.json","170","E7822C5772D35B18B768907E6202FAB17D976F25697DC4641715C5EE907D6D67","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/owl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/owl.emission.json","199","E5ED5E1C2EF38988AC4268820CC8F835F2AB0DC6E36833998F7E58A2B5D2C11E","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/owl.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/owl.ttl","997","78769276616F7956976F460D59240017A1F6C80A978F1B4357F8929BC8460CA4","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/rdf.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/rdf.check.json","99","B4924632AC1F74D5B034055EA2C264176D8BF829CDE98E0A9D9D3A2370A968C5","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/rdf.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/rdf.emission.json","199","902F3F3176EECE06B01699710F3637573F32045B34E1450EE40612F818DDE830","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/rdf.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/rdf.ttl","2238","19601E92EC6B19FB2EB5FEBC46C37B462539955AC34E69FD6A8DB6B98C1D8C52","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/shacl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/shacl.check.json","187","846A77201FAE9F9E292414ED96AC1803262F78A8A4CA7BE2C79AE1B4F3A149A2","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/shacl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/shacl.emission.json","210","0DC7EF6A7302AD208182414BBBA5F1FBE008284D9A8D9767F32A680896162826","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N06/shacl_shapes.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N06/shacl_shapes.ttl","1161","F57884B6E766610911107CF66F390F81E5C98232355910BA857F054D3430F297","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/owl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/owl.check.json","170","A883F546D18224EE3FFC99AF97C7C8B71977D1D8928679FD0B4FFD1F93B4E5F2","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/owl.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/owl.emission.json","969","7BD4EA888B38C17A1AD1F904A6FC7984CF7B84F29273445DD8FFA58BA5597826","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/owl.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/owl.ttl","3839","64D806597A32AA6F63D4D5BB9134E5A79EF7AA87E551CEE6A45C9DAB65213C65","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/rdf.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/rdf.check.json","100","D82C247A82F484118CDE7010D03148928E894A37FAB9DFFDA0B5074035C0130E","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/rdf.emission.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/rdf.emission.json","199","86EB4454725DEAF54960B902DCD97DBDD3188CA238C54A94B706CCCB984D8216","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/rdf.ttl","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/rdf.ttl","6686","CD529F707704BC4AFCD5B80083475DFDB5B169AE7E5977FE4E80825020839567","included public case-study artifact"
"financial_methodology","backend_projection","","","True","backend_projection/definitions/N07/shacl.check.json","public_repo/case_studies/financial_methodology/backend_projection/definitions/N07/shacl.check.json","188","30B7651D95CA107794F4C2BFC3865346F6CC379AB5A4BF4F913AB40980A3001F","included public case-study artifact"
